,name,date,rating,review,critic
247,diegosantos_01,"Mar 19, 2021",10,"<span>A masterpiece! One more time Lana Del Rey proved to everyone that she is in another landing, and everything she does it's perfect.<br/>Chemtrails Over The County Club is an amazing album with news sounds explored by Del Rey and make us feel like home with all nostalgia of your two first álbuns: Sirens and Lizzy Grant.<br/>It's a really traveling between happiness and a conception of life.</span>",Positive
248,Tanorgutierrez,"Mar 19, 2021",10,"<span>just beautifully written, magnificent lyrics and one of the best voices you could ever hear. no comparissons. just some of her best projects. as usual always giving her best</span>",Positive
249,Billygigoza,"Mar 19, 2021",10,"<span>Talented, brilliant, incredible, amazing, show-stopping, spectacular, never the same, totally unique, completely not ever been done before, unafraid to reference or not reference, put it in a blender, **** on it, vomit on it, eat it, give birth to it.</span>",Positive
250,sergiocamargo,"Mar 19, 2021",10,<span>she really ate with this album. she has definitely found a sound that fits her well.</span>,Positive
251,jomathsm,"Mar 19, 2021",10,"<span>An amazing album!! Love Lana so much, she's my queen and rules the whole world!!</span>",Positive
252,abys,"Mar 19, 2021",10,"<span>Совершенно необычная работа, не похожая на то, что она делала раньше, хотя многие его соотносят с nfr. Изумительный альбом</span>",Positive
253,SoniaRey,"Mar 20, 2021",10,<span>Very authentic and cool. One of the coolest Lana’s albums. ❤️❤️❤️❤️❤️❤️❤️❤️❤️</span>,Positive
254,Vitir,"Mar 19, 2021",10,"<span>Lana del Rey soube trabalhar voz e harmonia nesse álbum, as letras são verdadeiras poesias. Era esperado que algo tão grandioso viesse dela!</span>",Positive
255,Bousamra3,"Mar 19, 2021",10,<span>A fckn masterpiece!!!! Lana Del Rey does it again! #StreamChemtrailsOverTheCountryClub</span>,Positive
256,wildelrey,"Mar 19, 2021",10,<span>outra obra prima da melhor escritora norte-americana Lana Del Rey. trazendo um álbum orgânico e puro. obrigado Deus por nos abençoar</span>,Positive
257,Acru,"Mar 19, 2021",10,"<span>A beautiful follow up to NFR, subtle and simple, feels like she’s taking a journey from California to the midwest, and the Joni Mitchell cover is perfect to end  it and summarize Lana’s fascination with freedom and the wonderful people around her. 10/10.</span>",Positive
258,Larissabsn,"Mar 19, 2021",10,"<span>this is amazing, fabulous and incredible! Com certeza um dos melhores álbuns já produzidos no milênio.</span>",Positive
259,davizsad,"Mar 19, 2021",10,<span>AOTY! Quando o assunto é ser a RAINHA do alternativo ninguém bate de frente com a lenda</span>,Positive
260,EzequielHe,"Mar 19, 2021",10,<span>As always Lana is giving something great as only she can do. Perfect bit and lirycly impecable.</span>,Positive
261,Desknor,"Mar 19, 2021",10,<span>The B-side to NFR. This album is showing all of us where Lana Del Rey is heading and it's a magical fun joyride to the final destination!</span>,Positive
262,GOODMEAL,"Mar 19, 2021",10,"<span>Lana's follow up to Norman F******* Rockwell! is absolutely stunning. Her songwriting here is flawless, and she carries you along with her silky smooth voice. Jack's production is stripped back and always Lana to shine. It deserves its perfect scores!</span>",Positive
263,zakjoao,"Mar 19, 2021",10,"<span>Once again she comes with all her glory into another introspective look about the America she grown e dreamed of. And leave a message for who are concerned about the charts she never cared: “The cameras has flashes, they causa the cars crashes, but I’m not a star”</span>",Positive
264,Pedro97,"Mar 19, 2021",10,"<span>Álbum bem construindo e sintonizado ao que se propôs ser, essência de Lana Del Rey em seu mais puro sentimento.</span>",Positive
265,ondxrection,"Mar 20, 2021",10,<span>e mais uma vez a Lana Del Rey faz tudo do bom e do melhor. ser fã dessa mulher é incrível. talento puro</span>,Positive
266,Futureebound,"Mar 19, 2021",10,<span>I just love everything this woman does.. she's a real poet.. Great great great album ❤️❤️</span>,Positive
267,angietw,"Mar 19, 2021",10,<span>Great lyrics and instrumentals. This is masterpiece! I love Not All Who Wander Are Lost</span>,Positive
268,MusicFame,"Mar 19, 2021",10,"This is a bible, you have amazing vocal notes, lana you deserve everything.",Positive
269,sergioyisus,"Mar 19, 2021",10,"Chemtrails Over The Country Club sigue el patrón usado en la producción de Norman **** Rockwell. En cada producción se ve el desapego de Lana por ir a lo comercial y es así como labra su camino a ser una de las mejores compositoras de nuestros tiempos, leyenda, icono y dejar un legado para las generaciones futuras. De por si, sentó las bases de lo que es la música pop al día de hoy, sin promoción alguna, su nombre tiene un gran peso.",Positive
270,N1e3nn5a7,"Mar 19, 2021",10,"Definitely going to be one of the biggest favorites this year. Lana as always shows her exceptional charm and in some way she even goes back to the basics with all the guitar sounds and singing about being a waitress. The instrumentals are crazy, someone may think they’re even too much, but I think it’s a perfect balance between her angelic voice, soft piano sounds and interesting guitar samples. Pretty sure not everyone is going to like it, but I enjoyed it, every single song of it.",Positive
271,Victorgot18,"Mar 19, 2021",10,<span>A pure masterpiece! Lana Del Rey never misses! The way she puts her soul into the music is amazing.</span>,Positive
272,Violet_Pill,"Mar 19, 2021",10,"It’s such a surreal feeling when you’re finally able to listen to the music  you’ve been waiting for so long. When you look at the names of the songs and you already know that they’ll have a special place in your heart. And one day these songs will remind you of days when they came out...The album gives me that warm country/folk vibe. It’s like we’re sitting in the bar with old friends and Lana is singing just for us, just for her friends. And during this era we see so many people around her - family and friends (just look at the album cover)!!! So beautiful and cozy! And it makes me feel like I’m a part of it (and here you might think I’m crazy and yes I actually am haha). I feel the connection to Lana and her emotions and feeling. We’re closer than ever. I love every single song: Tulsa Jesus Freak - I’m in love with this song! White hot forever! It was supposed to be the name of this album if you remember it:) White dress - so nostalgic and beautiful(especially the vocal), I can’t wait to see the video. It’s going to be amazing! Wild at heart - it reminds me of Mariners Apartment Complex - magic! Not all who are wander are lost - wow it’s like something from Ultraviolence but with a flavour of COTCC. Yosemite - it’s like a movie soundtrack. Dance till we die !!! What? Have you heard that amazing bridge? Aaaahhh I’m so impressed by the Chemtrails and the lead song is fantastic so is the video, I can’t stop listening to it. Thank you, Lana, for everything you’ve done! I love you and your music, and your poetry so much.",Positive
273,Venice_bih,"Mar 19, 2021",10,"<span>Beautiful, gorgeous, marvellous, breathtaking, charming, magnificent. AOTY is coming!!!</span>",Positive
274,Lanasbeech,"Mar 19, 2021",10,"<span>perfect album. perfect lyricism, such an experimental and jazzy, soft rock-y feel. beautiful melodies and lyrics. Lana's absolutely served AGAIN</span>",Positive
275,weszcs,"Mar 20, 2021",10,<span>lana del rey being amazing on yet another album ... a mixture of sadness and happiness sounds impeccable</span>,Positive
276,Sekretmoon,"Mar 20, 2021",10,"<span>I love this album, I feel like Lana enjoyed recording each of the songs.<br/>In this album she experiments a lot with her voice, it is something different from all her previous works, without a doubt an album that anyone will enjoy.</span>",Positive
277,matthewsmith236,"Mar 19, 2021",10,"<span>Some of her best work! My favorite songs are Wild At Heart, Dark But Just A Game, and Not All Who Wander Are Lost. Definitely recommend to all Lana fans!</span>",Positive
278,StevenMMS,"Mar 19, 2021",10,"<span>Just as NFR, is an incredible album, simply beautiful. Lana did a great job with this one. Delicate vocals, instrumentals and production.</span>",Positive
279,P0shya,"Mar 19, 2021",10,"Another beautiful masterpiece from our great and inimitable Lana Del Rey. The album is listened to in one breath, these incredible melodies and these incredible lyrics drive you crazy on the universal level. Lana is a real creator, she is a genius in all her manifestations, and this is reflected in her work. The songs take you somewhere into the distance, to a sunny flower meadow, where bliss reigns around you and everything is accompanied by Lana's perfect vocals. I am literally drowning in pleasure listening to this album. 10/10",Positive
280,pedro-gomez01,"Mar 19, 2021",10,"<span>Chemtrails over the country club is a masterpiece, even that the album is simple has a lot of deepness and the usual nostalgic dark vibe. It’s fenomenal how the album tell something dark about fame and the beginnings of Lana. 10/10</span>",Positive
281,Chris1008,"Mar 19, 2021",10,<span>Brilliant album. Lana has delivered the Album of the Year once again!! The album is a masterpiece.</span>,Positive
282,RubenAyala,"Mar 19, 2021",10,"<span>Este álbum de Lana se escucha muy maduro, amo que ella siga con sus métodos de crear arte, es lo mejor de Lanita</span>",Positive
283,OmarDelRey,"Mar 19, 2021",10,"<span>I love this new era of Lana, without a doubt delivering something new, innovative and still true to her style, with immersive and impeccable lyrics. I would say that absolutely as a fan for many years, it met and even exceeded my expectations. Rick Nowells and Jack Antonoff also did a very good job along with Lana Del Rey.</span>",Positive
284,Amberh849,"Mar 19, 2021",10,"A SERVEEEEE IF I’VE EVER SEEN ONE ‼️THE VOCALS, MELODY, COLLABS THEY’RE ALL AMAZING",Positive
285,Danielculin,"Mar 20, 2021",10,"Lana Del Rey is serving us a great album once again! There are so many great songs with such vocative lyrics. Songwriting and Lana’s voice are incredible, from the vunlerable voice in White Dress to the raw, country and angry in Dance Till We Die. Her best songs on this album are definetily White Dress, Chemtrails Over The Country Club, Tulsa Jesus Freak, Dark But Just A Game, Not All Who Wander Are Lost, Yosemite and Breaking Up Slowly. Lana Del Rey is again on the top of her game and I hope she will remain there with her next two albums and poetry book that are coming in following months and years.",Positive
286,Romankravchenko,"Mar 19, 2021",10,"<span>С первого прослушивания не вникло восторга, но послушав несколько раз и Понтия смысл текста, я понял, что это лучший альбом</span>",Positive
287,Jkmoses,"Mar 19, 2021",10,"<span>I just love this album through and through. The vocals, the production and me ways she tried in this album with tracks like White Dress and Dance Till We Die. This album, musically, truly takes you back to the late 60s and 70s and heavy influences of Joni and many more.</span>",Positive
288,3838Francisco,"Mar 19, 2021",10,<span>This is a masterpiece. Incredibly well done! Perfect album! I really loved every single song. Congrats to Lana for being such an amazing poet and singer.</span>,Positive
289,Lukehen,"Mar 19, 2021",10,<span>Another masterpiece from the greatest songwriter of this generation. Lana Del Rey just gives and gives and gives.</span>,Positive
290,Tonyyy1,"Mar 19, 2021",10,"<span>Really good ,I love it so much .Dark but just a game is my favorite so far.</span>",Positive
291,diecoast,"Mar 19, 2021",10,"<span>Not less not more than everything we can expect from lana del rey, angelical voice and pure greatness at songwriting</span>",Positive
292,Aymanne,"Mar 19, 2021",9,<span>Honeymoon 2.0<br/>Apart from songs with featured artists Lana delivers a full album of pure delight and enjoyment</span>,Positive
293,clarabacellar,"Mar 19, 2021",10,"<span>Chemtrails Over The Country Club is simply perfect in every single way. Once more, Lana Del Rey has proved she is one of the best, if not the best, artists of our generation.</span>",Positive
295,Maleficent08,"Mar 19, 2021",10,<span>One of her best album. I'm in love with Dark but just a game ! A really good album wich remember me in some ways some of her first albums</span>,Positive
296,gabrielaa,"Mar 19, 2021",10,<span>it's perfect fr. each song has unique construction and the album as a whole makes complete sense. it's really well done and well thought. i'm amazed.</span>,Positive
297,cabeyogoddes,"Mar 19, 2021",10,"<span>A real work of art. Lana Del Rey surprises me more and more in each album she releases, and she never disappoints.</span>",Positive
298,mlm175,"Mar 19, 2021",10,<span>Such a refreshing sound for her and 2021. She truly has mastered songwriting. A beautiful album front to back!</span>,Positive
299,Danielanovo1993,"Mar 19, 2021",10,"Once again, mesmerizing. I am a great Lana del Rey fan, and I've come to realize more and more why. The songs in the album sound even more mature, the lyricism reflects her growth, and how now everything is more suttle, less agitated, and agressive and it's not that it is not sad anymore, but it shows maturity. I really cannot say yet that it can be right next to Ultraviolence and NFR, but it sure is one of her best works. Thank you for your music, really. Best track, probably Dark But Just a Game, although the title track is one of the best of her career.",Positive
300,NatalyWhite,"Mar 19, 2021",10,Really strong and compound album. Very atmospheric. Lana Del Rey is one of those artist that know exactly what they want. Every album is so unique. Definitely high level.,Positive
301,thatsmeagain,"Mar 19, 2021",10,"<span>Chemtrails Over the Country Club proves Lana Del Rey is a musician that should and will be remembered for her artistic range, vocals, and songwriting. Despite being a departure from previous work, Chemtrails is unmistakably Lana, and she is not going anywhere.</span>",Positive
302,mrd666,"Mar 19, 2021",10,"<span>Perfection. That's it. Strem the album. It is talented, brilliant, incredible, amazing, show stopping, spectacular, never the same, totally unique, completely not ever been done before, unafraid to reference or not reference, put it in a blender, **** on it, vomit on it, eat it, give birth to it.</span>",Positive
303,polyn,"Mar 19, 2021",10,<span>amazing she's a fking genius idk why she doesn't have even more recognition</span>,Positive
304,itspaulocezar,"Mar 19, 2021",10,QUE SABOR  DELICIOSO. Lana Del Rey nunca decepciona veyr. Mais um álbum viciante e envolvente do início ao fim. Orgulho de ser fã,Positive
305,madm2401,"Mar 19, 2021",10,<span>Definitivamente COTCC es un recorrido de toda la trayectoria musical se Lana culminando en los que podría ser unos de sus mejores trabajos</span>,Positive
306,danpin,"Mar 19, 2021",10,"After an amazing album as Norman F***ing Rockwell was, Lana comes back to show us how she can improve her lyricism and tells us all this stories with such a beautiful way of writing and just as she said, shes here to showcase her life and true intentions without the media's manipulation, such a beautiful record.",Positive
307,Lucasgrant21,"Mar 19, 2021",10,"Que álbum perfeito, ele começa com White dress te envolvendo, faz conhecer um mundo diferente de lana del rey e fecha com chave de ouro com um cover incrível",Positive
308,bennyb0yy,"Mar 19, 2021",10,<span>This album is amazing!!! The lyrics on this album might just be the best from any of her other albums</span>,Positive
309,Bbydva,"Mar 19, 2021",10,"<span>shes a queen i am so proud of her, every song is a truly masterpiece, im proud of my baby sooooo much</span>",Positive
310,zhong,"Mar 19, 2021",9,<span>beautiful as lana always does！ Deserve a Grammy plz！！！！！！！！</span>,Positive
311,hopeindystopiia,"Mar 20, 2021",10,<span>Album of the year<br/>Album of the year Album of the year Album of the year Album of the year</span>,Positive
312,cokoslut,"Mar 19, 2021",10,<span>She never disappoints❤️. White dress is one of her best of her career. Tulsa Jesus Freak on repeat.<br/>Love u lana!</span>,Positive
313,maxarg,"Mar 19, 2021",10,"<span>This is Lana del Rey most personal album, the lyrics are just so touching and perfect.<br/>Once again miss Del Rey prove she is the queen of the Music Industry.</span>",Positive
314,padwad,"Mar 19, 2021",10,"<span>It there was an album of every song from the bridge of a chick flick movie, this is it, but in it’s best form.</span>",Positive
315,Ilyakarabanov,"Mar 19, 2021",10,"<span>Very awesome, i hope lana win grammy as if the angels were singing in my ears</span>",Positive
316,Maddiiii7,"Mar 19, 2021",10,"<span>Absolutely amazing!! I’ve been listening all day, can’t get enough! Lana has done it again. This album is the perfect mix of soft, fun, and poetic lyrics. Love it so much!</span>",Positive
317,axeldelrey182,"Mar 19, 2021",10,"<span>I love this album more than myself, Lana thanks for the art, thanks for exist, thanks for everything ❤️</span>",Positive
318,Heydennis,"Mar 19, 2021",10,"<span>It has a unique, acid, perfect sound to it. It’s the best on its own way, storytelling and softness are the main characters.</span>",Positive
319,damnyan,"Mar 19, 2021",10,"<span>She is the moment. Lana Del Rey's new album is absolutely perfect, there is no skips songs, you'll get lost in her lyrics and voice. I can already say that is the best album of the year!</span>",Positive
320,Rupankar1999,"Mar 20, 2021",10,"<span>Divinely, if I had to summarize my initial listening experience. Dude, she keeps evolving with her each new LPs. The experimental addition of variable vocal scaling bringing me the tears. Thank you, Angel!!!</span>",Positive
321,Pedrooo,"Mar 19, 2021",10,"<span>Just.. Perfection. Lana del rey's discography is and will forever be iconic, timeless and etherial.</span>",Positive
322,laura123,"Mar 19, 2021",10,"Este álbum sinceramente fue esplendido, no cabe duda que Lana del Rey absolutamente nunca decepciona, es arte de principio a fin. Son melodías que envuelven",Positive
323,shaneh,"Mar 19, 2021",10,One of Lana's best! White Dress is definitely one of her best opening tracks.,Positive
324,OllyAPeters,"Mar 19, 2021",10,"An instant satisfaction, she has done it again. One of her best, just truly a masterpiece.",Positive
325,brrunosouzza,"Mar 19, 2021",10,"Chemtrails Over the Country Club anda de mãos dadas com NFR! e Honeymoon como melhores álbuns da Lana!Consciência, segurança e a objetividade desse álbum me encantaram de uma maneira sem igual. Arriscar em vocais - limpos e puros, como se Lana estivesse bem a nossa frente - não é para qualquer um e aqui, ela fez mais que um singelo álbum: fez um dos melhores trabalhos da carreira.Esperei muito por essas inéditas e ouvi todas como se nunca tivesse ouvido Lana del Rey. Cada álbum, uma inovação, uma novidade e a sensação de ouvir um trabalho perfeito: as músicas se encaixam, se complementam e entramos num mundo tão diferente de NFR!. Impossível querer deixa-lo.",Positive
326,Eloskaa,"Mar 19, 2021",10,<span>Lana keeps surprising us with a great music that feels like a warm hug! Her music is the best thing about this pandemic!</span>,Positive
327,Salissure,"Mar 19, 2021",10,"One of her best !Overall this is a flawless record with,I think, two sides that will please everyone. A more experimental side and then more laid back songs with a more country feels. Lana reinvents herself while sticking to her roots like she always did. Folk influences are immaculate and give Lana’s vocals all their credits. The production is really interesting and detailed too ! It showcases growth and vulnerability while reflecting on what is real happiness and wildness. This albums is a real journey trought fame and all it’s consequences it has on Lana’s life. Goods or bad. Magnificent opus of lana’s vintage sounds !",Positive
328,jrivada,"Mar 19, 2021",10,<span>she has outdone herself again. NFR was already excellent sonically and lyrically. Loving the witchy vibe and the whispery elements some of the songs has. Definitely a shoo-in for Album of the year!</span>,Positive
329,brian0102,"Mar 20, 2021",10,<span>she crafted another body of work its so good coming for AOTY she is the queen purr</span>,Positive
330,Lucasele,"Mar 19, 2021",10,<span>Chemtrails is a amazing album chemtrails over the country club-review by ME!<br/><br/>white dress-10/10⭐️<br/>COTCC-10/10⭐️<br/>Tulsa Jesus freak-9.3/10⭐️<br/>LMLYLAW-8/10<br/>Wild at heart-9.8/10⭐️<br/>DBJAG-10/10⭐️<br/>NAWWAL-10/10⭐️<br/>Yosemite-8.9/10<br/>Breaking up slowly-9.7/10⭐️<br/>Dance till we die-9.7/10⭐️<br/>For free-8.7/10<br/><br/>Overall:90</span>,Positive
331,gustavooluis10,"Mar 19, 2021",10,"<span>This album is just incredible, it's very interesting to notice the evolution of her voice and songwriting compared to the first album there in 2012, I just in love with every single song, it's just perfect. Lana always show us her best in her projects.</span>",Positive
332,NavireNight,"Mar 19, 2021",10,"<span>Perfection, she is finally herself ! An album between goth, folk and alt music, she always recreates music-core</span>",Positive
333,Joaoaoanaof,"Mar 19, 2021",10,<span>I really love it A perfect record Lana is the queen of the alternative and queen of my heart<br/>It's a great album with beautiful Lyrics</span>,Positive
334,diegomoontoya,"Mar 19, 2021",9,"Lana Del Rey's seventh album is an album full of poetry, unfolding with Del Rey's best vocal performance. The production doesn't go unnoticed, it makes the perfect accompaniment to Lana's angelic voice. Without a doubt, Chemtrails Over the Country Club becomes one of the most coherent albums of the year, being that in the last two years we have only seen albums with commercial intentions that have nothing to offer, Lana doesn't do it as is her custom. Problemly, this album has also become the best of her career.Final score: 93",Positive
335,hereditary,"Mar 19, 2021",10,"<span>folky, mellow, dreamy, singer songwriter-y vibes. incredibly wistful, vast and seemingly ""on the brink of something"". lanas vocal delivery and stylisations expresses the points even clearer and add deeper meaning to the story, a la taylor swift's imaginary teenage love triangle saga. though she wrote most before quarantine,  it has the perfect vibe to compliment lockdown.</span>",Positive
336,oiifernando,"Mar 19, 2021",10,"<span>O álbum apresenta altos e ALTOS, inicia-se com white dress uma linda canção e termina com for free de uma maneira que sabemos que o que vem pela frente será algo cada vez melhor feito por del rey. Se eu pudesse dar nota 1000 para esse álbum, eu deria 1001. NFR já nos supreende, mas esse nos aprisiona.</span>",Positive
337,CatheusBueno,"Mar 19, 2021",10,<span>As músicas melhoram a cada momento. Lana foi completamente perspicaz com as letras e a sonografia do álbum.</span>,Positive
338,MONEYPOWER,"Mar 19, 2021",10,"<span>Coesão, talento e aclamação<br/>A cada álbum novo, Lana Del Rey não deixa de surpreender por fazer algo que do começo ao fim é coerente</span>",Positive
339,lordelorentz,"Mar 19, 2021",10,"<span>Um álbum incrível, com uma sonoridade semelhante a de seu antecessor, mas mt bom</span>",Positive
340,laurafmancio,"Mar 19, 2021",10,"<span>completely masterpiece. lana del rey is the best songwriter of our time period. thank you for that, I needed it.</span>",Positive
341,Lucas_ysl,"Mar 19, 2021",10,"Lana del rey always have something to say in their music, this album is divine, and extremely cohesive",Positive
342,bibibao,"Mar 19, 2021",10,<span>omfg this is a perfect album pure poetry!!! ilv who that **** makes me happy and cry in the same time</span>,Positive
343,Margaridaseqb,"Mar 19, 2021",10,<span>The way COCC misconstructed and redefined what it meant to convey and obtain the concupiscent anomalistic clearance showing us that idiosyncratic is ebulliently inevitable while simultaneously substantiating the superiority of being the album of the year.</span>,Positive
344,antik_17,"Mar 19, 2021",10,<span>This album has you engulfed in from the very beginning. The medley of the “Ultraviolence” and “Norman F*cking Rockwell” sounds vibrate in your head causing the relaxation of the nervous system and bringing an extreme pleasure. Lana has evidently excelled at the  folk genre.</span>,Positive
345,Sweetener18,"Mar 19, 2021",10,"<span>Esse novo álbum da Lana Del Rey vem para dar continuidade a maravilhosa discográfia da própria, com canções lindas e poéticas</span>",Positive
346,duda_,"Mar 19, 2021",10,"<span>Nesse álbum, a Lana mostrou mais uma vez que é umas das melhores compositoras que temos atualmente, e mais uma vez ela nos dá um álbum impecável com vocais e a produção tão poderosos, ela é basicamente umas das artistas que tem uma discografia perfeita e sem defeitos</span>",Positive
348,uzayliemojii,"Mar 20, 2021",9,<span>not her best but one of the best album ever! She always makes her albums good</span>,Positive
349,selsmanic,"Mar 19, 2021",10,"<span>another beautiful album by Lana! she never disappoints, at the first listen was my least fave album but now it's growing SO MUCH on me!! she and jack never gets tired of creating masterpieces. My faves are White Dress, Dark But Just A Game, Wild At Heart, Dance Till We Die and tittle track; Chemtrails Over The Country Club! So proud of her.</span>",Positive
350,SweetMarinx,"Mar 19, 2021",10,"<span>álbum perfeito, lana gênio muito perspicaz nunca errou<br/>as melodias, as letras, os vocais tudo LINDO</span>",Positive
351,WillCanul,"Mar 19, 2021",10,"I think this album is one of favorites by Lana. The production is beautiful, simply great. Wild at Heart, Not all who wander are lost and breaking up slowly are the best songs for me.",Positive
352,CharlotteNRY,"Mar 19, 2021",10,"<span>talented, brilliant, incredible, amazing, show stopping, spectacular, never the same, totally unique, completely not ever been done before, unafraid to reference or not reference, put it in a blender, **** on it, vomit on it, eat it, give birth to it.</span>",Positive
353,tonykhassale,"Mar 20, 2021",10,<span>This is just one proof that Lana is one of the best acts in music history. No more words than POETICAL!</span>,Positive
354,anabeatrizram,"Mar 19, 2021",10,"<span>É uma obra de arte, mamãe como sempre entregando tudo. A cada dia me apaixono mais e mais. É a patroa!</span>",Positive
355,lamonicg,"Mar 19, 2021",10,"<span>As músicas se completam de maneira sutil, trazendo um álbum coeso de diversas maneiras, desde instrumentais na mesma linha até vocais parecidos, causando a impressão de ser uma nova Lana que foi ""criada"" para este álbum.</span>",Positive
356,abadromantic,"Mar 20, 2021",10,"<span>lana del rey entregando mais uma obra-prima em seu ápice artístico, mais uma vez!</span>",Positive
357,IAmDaan,"Mar 19, 2021",10,"The new album of songwriter, poet and Grammy nominee Lana Del Rey ""Chemtrails Over The Country Club"" has a strong presentation of loneliness and predicting the next action in her own life, referring to the feelings of others in her songspeople about herself, signs from above, zodiacal fortune-telling, relationship, Lizzie fights for the perception of herself as a person, and not just an image, studies of country and folk genres in collaboration with Jack Antonoff, give amazing material, giving understand that Lizzie Grant and Lana Del Rey are one person, one personality, exactly what the singer was trying to achieve",Positive
358,saul16,"Mar 19, 2021",10,<span>it's a good album based on the artist's experience that takes the time to know what she really wants to tell us. Lana Del Rey makes the album take you to another world with its good production and lyrics with the talented Jack.</span>,Positive
359,nehemias,"Mar 19, 2021",10,"<span>Simplemente arte, Lana del Arte nos trajo un folk completamente hermoso y nada de comercial y producto, es un AOTY 2022 y todos lo sabemos!</span>",Positive
360,PetCheetah,"Mar 19, 2021",10,"<span>hey queen! girl, you have done it again. constantly raising the bar for us all and doing it flawlessly. i’d say i’m surprised but i know who you are. i’ve seen it up close and personal. girl you make me so proud.</span>",Positive
361,MetacriticWhore,"Mar 19, 2021",10,"<span>Increíble, artístico, magnifico, majestuoso y todo lo que es la misma Lana en sí, arte, gran diosa.</span>",Positive
362,Fafha,"Mar 19, 2021",10,"<span>One of the greatests fantasy trips Lana could ever produce. The song writing, the vocals, the lyrics she does it all.</span>",Positive
363,Benja_fuente,"Mar 20, 2021",10,"<span>THIS IS THE **** ALBUM OF THE YEAR, LANA QUEEN OF THE ALTERNATIVE, </span>",Positive
365,vmekayla,"Mar 20, 2021",10,<span>Chemtrails Over the Country Club may not be as good as Norman **** Rockwell but it has its own spice and sweetness.</span>,Positive
366,simatagua,"Mar 19, 2021",10,<span>incredibly well tough and touching album. lana’s voice is emotive and precisely.</span>,Positive
367,francisco10,"Mar 19, 2021",10,"<span>Lana Del Rey manages to deliver another masterpiece that often reminds us of some of her previous projects and yet feels fresh and new, with different sounds and powerful lyrics! As usual, a 10/10 album for me. There's not a lot to say about this album, it's purely Lana doing what she does best.</span>",Positive
368,amandajade,"Mar 19, 2021",10,"<span>An album with very consistent lyrics and covered in nostalgia, soft textures that make it unique and enjoyable.</span>",Positive
369,iagobrrs,"Mar 19, 2021",10,<span>Álbum of the year and it's just march. Lana is the greatest writer of all time</span>,Positive
370,Hugoal18,"Mar 19, 2021",10,"<span>Álbum perfeito! Mamãe Lana sabe o q faz, só conceito, coesão e aclamação!</span>",Positive
371,GatinConPeter,"Mar 19, 2021",10,"<span>Chemtrails Over The Country Club é de longe um dos melhores trabalhos de Del Rey, sua pegada folk/country torna esse álbum uma experiência em tanto, seja com músicas mais suaves como White Dress e For Free, ou mais animadas como Dark but just a game e Tulsa Jesus Freak a experiência vai ser enorme e incrível.</span>",Positive
372,xenner,"Mar 19, 2021",10,"<span>Hermoso álbum, cálido y fresco, se nota una lana menos preocupada y esperanzada, la capacidad de esta mujer para crear albumes es sensacionañ, me encanra</span>",Positive
373,Brunurupucis,"Mar 19, 2021",10,<span>This album is a masterpiece. Lana once again proved that she is one of the best artists of our generation. Proud to be a fan.</span>,Positive
374,BustDownBarbie,"Mar 19, 2021",10,"<span>Tudo pra mim, album maravilhoso. Gostaria de uma versão solo da musica da Joni Mitchell (for free). Mas ficou ótimo. maravilhoso, obrigado por tudo Lana</span>",Positive
375,halfblood713,"Mar 19, 2021",10,<span>Lana Del Rey is a genius who never repeats herself and always achieves to come up with something even better than what she had before!</span>,Positive
376,Alexanderdicun,"Mar 20, 2021",10,"<span>spectacular, her voice sounds amazing, the lyrics are powerful and the production, instrumentals, are so exquisite.</span>",Positive
377,thedja,"Mar 19, 2021",10,"her voice on songs like white dress, not all who wander are lost and yosemite is so gratifying and fills you with a feeling of warmth and happiness. this album exudes autumn and winter unlike her previous efforts. songs like chemtrails over the country club, tulsa jesus freak, wild at heart, dark but just a game and dance till we die create  a sense of power and bring out an empowered side that has often been ignored with lana in the past. a perfect ending companion to the grammy nominated record norman f*****g rockwell! by sewing the idealistic story together. may she continue to write, record and produce such immaculate collections of art",Positive
378,Sampa_io,"Mar 20, 2021",10,"<span>Álbum incrível, testemunho sincero e belo, um disco marcado pelo melhor de Lana Del Rey, adulta, apaixonada, reflexiva e selvagem.</span>",Positive
379,Rymars77,"Mar 19, 2021",10,"<span>Lana is able to make better music every album. This sounds so different from NFR, but it also borrows the best parts of it to make an entirely new vibe.</span>",Positive
380,VictorCiccone,"Mar 19, 2021",10,"<span>O sexto álbum da Lana Del Rey ""Chemtrails Over the Country Club"" é uma Bíblia sonora. Ponto.</span>",Positive
381,Emasesa,"Mar 20, 2021",10,"<span>Lana del Rey create a Wonderful album about be happy and remember how she can grow up as in White Dress, so Lana have the AOTY for the moment</span>",Positive
382,Julianramos5,"Mar 20, 2021",10,<span>AMAZING!<br/>Lana again did THAT<br/>Loving and LIVING for this era<br/>The album is so complex but it has that sound where it just fits blends everything together.</span>,Positive
383,Archellarchell,"Mar 20, 2021",10,"The best one so far! Didn’t expect she’ll go full on folk-country style & it works perfectly for her voice to be honest. “White Dress” as an opening track is a good choice, when first time listening, it felt odd especially in the chorus part but as it goes I got familiar with it and love it ever since — Overall it talks about fame, on her teenage days, working hard then getting into the music scene which she reminisces and wanting to go back, even though it’s not my story to tell, it is nostalgic at last. The vocals on “Let Me Love You Like A Woman” & “Tulsa Jesus Freak” are beyond amazing! There are production where it kind of reminiscent with her previous works such as “Wild At Heart” & “Yosemite” but they are improved versions—much profound. Though NFR! is still the best, chemtrails is much more exceptional and more personal.",Positive
