,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
876,2015-11-01,5973.231858711845,4532.9800863161645,6608.778541535549,5973.228336921885,5973.235219135375,-405.0889794041217,-405.0889794041217,-405.0889794041217,-197.42391577868327,-197.42391577868327,-197.42391577868327,-207.66506362543848,-207.66506362543848,-207.66506362543848,0.0,0.0,0.0,5568.142879307724
877,2015-11-02,5973.976179787683,5745.639267854017,7801.52086353881,5973.972603700721,5973.9796238463005,837.0203278925776,837.0203278925776,837.0203278925776,1013.0406335704143,1013.0406335704143,1013.0406335704143,-176.0203056778368,-176.0203056778368,-176.0203056778368,0.0,0.0,0.0,6810.99650768026
878,2015-11-03,5974.72050086352,5089.67527501965,7119.965400959297,5974.7168771238785,5974.724002926523,79.31995811983077,79.31995811983077,79.31995811983077,223.67378074065533,223.67378074065533,223.67378074065533,-144.35382262082456,-144.35382262082456,-144.35382262082456,0.0,0.0,0.0,6054.040458983351
879,2015-11-04,5975.464821939357,4582.851965761969,6775.852613391538,5975.461127814219,5975.468400893174,-316.2150931911788,-316.2150931911788,-316.2150931911788,-203.04606701716742,-203.04606701716742,-203.04606701716742,-113.1690261740114,-113.1690261740114,-113.1690261740114,0.0,0.0,0.0,5659.249728748177
880,2015-11-05,5976.209143015193,4627.641032382033,6736.124295226946,5976.205352359822,5976.212755587536,-265.9341217608426,-265.9341217608426,-265.9341217608426,-183.01297054867123,-183.01297054867123,-183.01297054867123,-82.92115121217135,-82.92115121217135,-82.92115121217135,0.0,0.0,0.0,5710.275021254351
881,2015-11-06,5976.9534640910315,4897.813460660394,7001.059761325451,5976.9495649438195,5976.957131918042,11.937639735109673,11.937639735109673,11.937639735109673,65.94282505919924,65.94282505919924,65.94282505919924,-54.005185324089545,-54.005185324089545,-54.005185324089545,0.0,0.0,0.0,5988.891103826141
882,2015-11-07,5977.697785166868,4194.825872547932,6292.322629664582,5977.693782721645,5977.701514441345,-745.9198400085799,-745.9198400085799,-745.9198400085799,-719.1742860248249,-719.1742860248249,-719.1742860248249,-26.745553983755,-26.745553983755,-26.745553983755,0.0,0.0,0.0,5231.777945158288
883,2015-11-08,5978.4421062427045,4759.123641673001,6781.713215304346,5978.438077877945,5978.445898362177,-198.8117577395289,-198.8117577395289,-198.8117577395289,-197.42391577807086,-197.42391577807086,-197.42391577807086,-1.3878419614580515,-1.3878419614580515,-1.3878419614580515,0.0,0.0,0.0,5779.630348503176
884,2015-11-09,5979.186427318541,5967.177448651001,8034.3772028267385,5979.182339456944,5979.190286414552,1034.9478563004634,1034.9478563004634,1034.9478563004634,1013.0406335711053,1013.0406335711053,1013.0406335711053,21.907222729358015,21.907222729358015,21.907222729358015,0.0,0.0,0.0,7014.134283619004
885,2015-11-10,5979.9307483943785,5148.247277420989,7350.568471642826,5979.9265751191915,5979.9347092998505,266.74113730948955,266.74113730948955,266.74113730948955,223.67378074241154,223.67378074241154,223.67378074241154,43.06735656707803,43.06735656707803,43.06735656707803,0.0,0.0,0.0,6246.671885703868
886,2015-11-11,5980.675069470216,4756.389384449657,6818.099477589627,5980.670813826787,5980.679127475892,-140.9362877977545,-140.9362877977545,-140.9362877977545,-203.04606701710247,-203.04606701710247,-203.04606701710247,62.10977921934799,62.10977921934799,62.10977921934799,0.0,0.0,0.0,5839.738781672461
887,2015-11-12,5981.419390546052,4759.815728924575,6882.930526722133,5981.41507209798,5981.423485782159,-103.8732601958597,-103.8732601958597,-103.8732601958597,-183.01297054881732,-183.01297054881732,-183.01297054881732,79.13971035295762,79.13971035295762,79.13971035295762,0.0,0.0,0.0,5877.5461303501925
888,2015-11-13,5982.16371162189,5117.711434261445,7204.929844406679,5982.159314702984,5982.167862946815,160.2891656067221,160.2891656067221,160.2891656067221,65.94282505850259,65.94282505850259,65.94282505850259,94.3463405482195,94.3463405482195,94.3463405482195,0.0,0.0,0.0,6142.452877228612
889,2015-11-14,5982.908032697726,4332.271872785511,6384.348513322966,5982.903554435337,5982.9122586035355,-611.177905749276,-611.177905749276,-611.177905749276,-719.1742860247278,-719.1742860247278,-719.1742860247278,107.99638027545184,107.99638027545184,107.99638027545184,0.0,0.0,0.0,5371.730126948451
890,2015-11-15,5983.652353773563,4951.141465657739,7004.30432836969,5983.64782918643,5983.656677713181,-76.99855962681562,-76.99855962681562,-76.99855962681562,-197.42391577619293,-197.42391577619293,-197.42391577619293,120.42535614937731,120.42535614937731,120.42535614937731,0.0,0.0,0.0,5906.653794146748
891,2015-11-16,5984.3966748494,6043.339561473125,8217.368519893613,5984.392108353187,5984.401055358637,1145.067518043505,1145.067518043505,1145.067518043505,1013.0406335698689,1013.0406335698689,1013.0406335698689,132.0268844736361,132.0268844736361,132.0268844736361,0.0,0.0,0.0,7129.464192892905
892,2015-11-17,5985.140995925238,5344.788583188267,7394.9145107881395,5985.136372118502,5985.145453078829,366.9139875318558,366.9139875318558,366.9139875318558,223.67378074151034,223.67378074151034,223.67378074151034,143.24020679034552,143.24020679034552,143.24020679034552,0.0,0.0,0.0,6352.054983457094
893,2015-11-18,5985.885317001074,4965.624235340181,6997.265904683551,5985.880590642339,5985.889875624747,-48.50974772734125,-48.50974772734125,-48.50974772734125,-203.04606701713115,-203.04606701713115,-203.04606701713115,154.5363192897899,154.5363192897899,154.5363192897899,0.0,0.0,0.0,5937.375569273733
894,2015-11-19,5986.629638076911,4960.99359392539,7108.774055254561,5986.62480660517,5986.634291060532,-16.609904289374594,-16.609904289374594,-16.609904289374594,-183.01297054828524,-183.01297054828524,-183.01297054828524,166.40306625891066,166.40306625891066,166.40306625891066,0.0,0.0,0.0,5970.019733787536
895,2015-11-20,5987.373959152747,5250.18121945948,7354.619679406114,5987.369058456005,5987.378655538854,245.2724212811229,245.2724212811229,245.2724212811229,65.94282505780598,65.94282505780598,65.94282505780598,179.3295962233169,179.3295962233169,179.3295962233169,0.0,0.0,0.0,6232.64638043387
896,2015-11-21,5988.118280228586,4373.69740510135,6512.394187083581,5988.113300771263,5988.12305183138,-525.3836886969736,-525.3836886969736,-525.3836886969736,-719.1742860253894,-719.1742860253894,-719.1742860253894,193.79059732841577,193.79059732841577,193.79059732841577,0.0,0.0,0.0,5462.734591531612
897,2015-11-22,5988.862601304422,4976.796388441262,7013.6821298366485,5988.85756635526,5988.867448123903,12.806819548245311,12.806819548245311,12.806819548245311,-197.42391577932565,-197.42391577932565,-197.42391577932565,210.23073532757095,210.23073532757095,210.23073532757095,0.0,0.0,0.0,6001.669420852668
898,2015-11-23,5989.606922380259,6102.473761093587,8264.14211541876,5989.60182823023,5989.611823626211,1242.0903467199373,1242.0903467199373,1242.0903467199373,1013.0406335694053,1013.0406335694053,1013.0406335694053,229.04971315053228,229.04971315053228,229.04971315053228,0.0,0.0,0.0,7231.697269100196
899,2015-11-24,5990.351243456096,5385.049224492316,7480.490671372992,5990.346024004292,5990.35624050733,474.26213627163617,474.26213627163617,474.26213627163617,223.6737807406091,223.6737807406091,223.6737807406091,250.58835553102708,250.58835553102708,250.58835553102708,0.0,0.0,0.0,6464.6133797277325
900,2015-11-25,5991.095564531934,5015.457903530447,7107.476689926828,5991.090313305545,5991.100649086413,72.070029011111,72.070029011111,72.070029011111,-203.04606701727496,-203.04606701727496,-203.04606701727496,275.116096028386,275.116096028386,275.116096028386,0.0,0.0,0.0,6063.165593543044
901,2015-11-26,5991.83988560777,5050.5130003452,7171.313380448154,5991.83460704342,5991.845088811998,119.80723714072221,119.80723714072221,119.80723714072221,-183.01297054983334,-183.01297054983334,-183.01297054983334,302.82020769055555,302.82020769055555,302.82020769055555,0.0,0.0,0.0,6111.647122748493
902,2015-11-27,5992.584206683608,5415.650248056198,7426.784420563242,5992.578887922178,5992.589469319791,399.7398986242868,399.7398986242868,399.7398986242868,65.9428250594408,65.9428250594408,65.9428250594408,333.79707356484596,333.79707356484596,333.79707356484596,0.0,0.0,0.0,6392.324105307895
903,2015-11-28,5993.328527759444,4603.313043201352,6683.27505285689,5993.323160693306,5993.33385446558,-351.1285455406149,-351.1285455406149,-351.1285455406149,-719.1742860239756,-719.1742860239756,-719.1742860239756,368.04574048336076,368.04574048336076,368.04574048336076,0.0,0.0,0.0,5642.199982218829
904,2015-11-29,5994.072848835281,5125.828622176355,7314.994986214664,5994.067388364257,5994.0782528758255,208.04002467994206,208.04002467994206,208.04002467994206,-197.4239157774478,-197.4239157774478,-197.4239157774478,405.4639404573898,405.4639404573898,405.4639404573898,0.0,0.0,0.0,6202.112873515222
905,2015-11-30,5994.817169911119,6347.1294604724035,8479.565740238004,5994.811682811853,5994.822651286072,1458.8873337641035,1458.8873337641035,1458.8873337641035,1013.0406335708687,1013.0406335708687,1013.0406335708687,445.8467001932345,445.8467001932345,445.8467001932345,0.0,0.0,0.0,7453.704503675222
906,2015-12-01,5995.5614909869555,5575.088602358519,7701.231798740297,5995.5559444455175,5995.567050531585,712.5613731295076,712.5613731295076,712.5613731295076,223.67378073970792,223.67378073970792,223.67378073970792,488.8875923897997,488.8875923897997,488.8875923897997,0.0,0.0,0.0,6708.1228641164635
907,2015-12-02,5996.305812062792,5153.79926259844,7295.974796707232,5996.30017891883,5996.311468306977,331.1365473666116,331.1365473666116,331.1365473666116,-203.0460670169799,-203.0460670169799,-203.0460670169799,534.1826143835914,534.1826143835914,534.1826143835914,0.0,0.0,0.0,6327.442359429404
908,2015-12-03,5997.050133138629,5387.603222910326,7455.665019207621,5997.044451849702,5997.055882579501,398.22364160792284,398.22364160792284,398.22364160792284,-183.01297054930123,-183.01297054930123,-183.01297054930123,581.236612157224,581.236612157224,581.236612157224,0.0,0.0,0.0,6395.273774746552
909,2015-12-04,5997.794454214467,5655.9966650197575,7798.151341046436,5997.788728403532,5997.800262329371,695.4149275687238,695.4149275687238,695.4149275687238,65.94282505985122,65.94282505985122,65.94282505985122,629.4721025088726,629.4721025088726,629.4721025088726,0.0,0.0,0.0,6693.209381783191
910,2015-12-05,5998.538775290303,4918.040487867432,6970.897720357965,5998.532988108217,5998.5446421997995,-40.93400103629148,-40.93400103629148,-40.93400103629148,-719.1742860251951,-719.1742860251951,-719.1742860251951,678.2402849889037,678.2402849889037,678.2402849889037,0.0,0.0,0.0,5957.604774254012
911,2015-12-06,5999.28309636614,5444.04185356301,7574.765924972658,5999.277249167491,5999.289040295788,529.4100638561255,529.4100638561255,529.4100638561255,-197.42391577931508,-197.42391577931508,-197.42391577931508,726.8339796354406,726.8339796354406,726.8339796354406,0.0,0.0,0.0,6528.693160222266
912,2015-12-07,6000.0274174419765,6723.542524698929,8858.553969144119,6000.0214454756815,6000.033436199916,1787.5428115744717,1787.5428115744717,1787.5428115744717,1013.0406335696323,1013.0406335696323,1013.0406335696323,774.5021780048394,774.5021780048394,774.5021780048394,0.0,0.0,0.0,7787.570229016448
913,2015-12-08,6000.771738517814,5953.445384669558,8009.128350390745,6000.765614246109,6000.777820857025,1044.1396354630233,1044.1396354630233,1044.1396354630233,223.67378074146418,223.67378074146418,223.67378074146418,820.4658547215593,820.4658547215593,820.4658547215593,0.0,0.0,0.0,7044.911373980837
914,2015-12-09,6001.516059593651,5635.189649773803,7650.596789665396,6001.509866239099,6001.522205178226,660.8885887539187,660.8885887539187,660.8885887539187,-203.0460670172387,-203.0460670172387,-203.0460670172387,863.9346557711574,863.9346557711574,863.9346557711574,0.0,0.0,0.0,6662.40464834757
915,2015-12-10,6002.260380669488,5749.143404362565,7751.347301502827,6002.254131215681,6002.266589499426,721.1110882103901,721.1110882103901,721.1110882103901,-183.0129705494474,-183.0129705494474,-183.0129705494474,904.1240587598376,904.1240587598376,904.1240587598376,0.0,0.0,0.0,6723.371468879878
916,2015-12-11,6003.004701745325,5921.343350104904,8109.850551710335,6002.99839759857,6003.010976115385,1006.2154149101358,1006.2154149101358,1006.2154149101358,65.9428250580475,65.9428250580475,65.9428250580475,940.2725898520883,940.2725898520883,940.2725898520883,0.0,0.0,0.0,7009.220116655461
917,2015-12-12,6003.749022821162,5157.993421735998,7305.593393394416,6003.742616913659,6003.755362743593,252.48439622441478,252.48439622441478,252.48439622441478,-719.174286025098,-719.174286025098,-719.174286025098,971.6586822495127,971.6586822495127,971.6586822495127,0.0,0.0,0.0,6256.233419045577
918,2015-12-13,6004.493343896998,5782.979906171704,7804.2832779739165,6004.4868729551645,6004.499747708334,800.1928560237127,800.1928560237127,800.1928560237127,-197.42391578118242,-197.42391578118242,-197.42391578118242,997.616771804895,997.616771804895,997.616771804895,0.0,0.0,0.0,6804.686199920711
919,2015-12-14,6005.237664972837,7044.699048986041,9070.863719574534,6005.231125623794,6005.244132673076,2030.5928798634943,2030.5928798634943,2030.5928798634943,1013.0406335701323,1013.0406335701323,1013.0406335701323,1017.552246293362,1017.552246293362,1017.552246293362,0.0,0.0,0.0,8035.830544836331
920,2015-12-15,6005.981986048673,6184.0651011939835,8333.827003705494,6005.975345867981,6005.988527656283,1254.6286760868948,1254.6286760868948,1254.6286760868948,223.67378074009187,223.67378074009187,223.67378074009187,1030.954895346803,1030.954895346803,1030.954895346803,0.0,0.0,0.0,7260.610662135568
921,2015-12-16,6006.72630712451,5792.804820854934,7906.217964852813,6006.71959336711,6006.73291292214,834.3644801980906,834.3644801980906,834.3644801980906,-203.0460670172674,-203.0460670172674,-203.0460670172674,1037.4105472153578,1037.4105472153578,1037.4105472153578,0.0,0.0,0.0,6841.090787322601
922,2015-12-17,6007.470628200346,5809.658279134048,7928.798545117733,6007.463848621309,6007.477305167096,853.5976546849984,853.5976546849984,853.5976546849984,-183.012970548237,-183.012970548237,-183.012970548237,1036.6106252332354,1036.6106252332354,1036.6106252332354,0.0,0.0,0.0,6861.068282885344
923,2015-12-18,6008.214949276185,6092.081588810126,8122.671746686588,6008.208103524378,6008.221668801091,1094.3022349062694,1094.3022349062694,1094.3022349062694,65.94282505968228,65.94282505968228,65.94282505968228,1028.3594098465871,1028.3594098465871,1028.3594098465871,0.0,0.0,0.0,7102.517184182454
924,2015-12-19,6008.959270352021,5278.535292960604,7401.191396048792,6008.95230439023,6008.966075571339,293.40456383682994,293.40456383682994,293.40456383682994,-719.1742860244428,-719.1742860244428,-719.1742860244428,1012.5788498612727,1012.5788498612727,1012.5788498612727,0.0,0.0,0.0,6302.363834188851
925,2015-12-20,6009.703591427858,5799.538361431743,7826.830604492905,6009.69654428032,6009.710496895898,791.8869118441849,791.8869118441849,791.8869118441849,-197.42391578056993,-197.42391578056993,-197.42391578056993,989.3108276247548,989.3108276247548,989.3108276247548,0.0,0.0,0.0,6801.590503272042
926,2015-12-21,6010.447912503695,6996.263966243823,9055.726795370643,6010.440790735494,6010.454909244129,1971.757479128594,1971.757479128594,1971.757479128594,1013.0406335696687,1013.0406335696687,1013.0406335696687,958.7168455589252,958.7168455589252,958.7168455589252,0.0,0.0,0.0,7982.205391632289
927,2015-12-22,6011.192233579532,6149.238213603647,8177.839598269387,6011.185039930705,6011.199309365308,1144.748944892993,1144.748944892993,1144.748944892993,223.6737807396616,223.6737807396616,223.6737807396616,921.0751641533315,921.0751641533315,921.0751641533315,0.0,0.0,0.0,7155.941178472524
928,2015-12-23,6011.936554655369,5569.434608157832,7649.696990823711,6011.929301949169,6011.9436917989415,673.7294155780106,673.7294155780106,673.7294155780106,-203.0460670167636,-203.0460670167636,-203.0460670167636,876.7754825947742,876.7754825947742,876.7754825947742,0.0,0.0,0.0,6685.66597023338
929,2015-12-24,6012.680875731206,5637.218186913657,7683.5317591790035,6012.673531856751,6012.68808062241,643.2983405540652,643.2983405540652,643.2983405540652,-183.01297054942327,-183.01297054942327,-183.01297054942327,826.3113111034886,826.3113111034886,826.3113111034886,0.0,0.0,0.0,6655.979216285271
930,2015-12-25,6013.425196807043,5760.8664086949075,7851.876071947205,6013.4177699895945,6013.432459459209,836.2130623580497,836.2130623580497,836.2130623580497,65.94282505898565,65.94282505898565,65.94282505898565,770.270237299064,770.270237299064,770.270237299064,0.0,0.0,0.0,6849.638259165093
931,2015-12-26,6014.1695178828795,4931.747909270066,7011.718471787852,6014.162017843217,6014.176785967273,-9.851949762203548,-9.851949762203548,-9.851949762203548,-719.1742860243459,-719.1742860243459,-719.1742860243459,709.3223362621422,709.3223362621422,709.3223362621422,0.0,0.0,0.0,6004.317568120676
932,2015-12-27,6014.913838958716,5368.147090864058,7512.271932407573,6014.906208799276,6014.92115043498,446.78309845320234,446.78309845320234,446.78309845320234,-197.42391577869208,-197.42391577869208,-197.42391577869208,644.2070142318944,644.2070142318944,644.2070142318944,0.0,0.0,0.0,6461.696937411918
933,2015-12-28,6015.658160034554,6576.270349615825,8660.65144754714,6015.650478564576,6015.665567363116,1588.759241771405,1588.759241771405,1588.759241771405,1013.0406335711322,1013.0406335711322,1013.0406335711322,575.7186082002727,575.7186082002727,575.7186082002727,0.0,0.0,0.0,7604.417401805959
